認証番号,店名,住所,更新日,townid,geo3x3
1625,和風料理 美の正,福井県敦賀市津内町2-8-8,2021-08-11,E9138467497,E9138467497382
1626,美術館喫茶室 ニホ,福井県福井市文京3-16-1,2021-08-11,E9138735966,E9138735966428
1627,BEATO,福井県福井市文京6-21-17,2021-08-11,E9138735955,E9138735966428
1629,こんぴら亭 本店,福井県福井市問屋町4-117,2021-08-11,E9138736558,E9138736558738
1631,キッチンラグー,福井県小浜市竜前5-13-1,2021-08-11,E9138443644,E9138443645645
1633,福井県自治会館食堂,福井県福井市西開発4-202-1,2021-08-11,E9138736794,E9138736795485
1634,竹下食堂,福井県南条郡南越前町東大道28-8-7,2021-08-11,E9138495949,E9138495973242
1635,手打ちそば処 七間本陣,福井県大野市元町3-20,2021-08-11,E9138813814,E9138813736665
1636,軽食 おまっとさん,福井県三方上中郡若狭町気山116-22-1,2021-08-11,E9138455762,E9138455793234
1637,菜な花,福井県福井市二の宮3-23-32,2021-08-11,E9138736775,E9138736775429
1638,やまじん,福井県三方郡美浜町日向13-72,2021-08-11,E913845729,E9138458127567
1639,ネイビーブルー,福井県大飯郡おおい町本郷154-1-6,2021-08-11,E913844165,E9138441676574
1640,ゲスト,福井県大飯郡高浜町湯谷1-22-3,2021-08-11,E913766368,E9137663688895
1641,越前そば 西村屋,福井県福井市北四ツ居2-1-5,2021-08-11,E91387368151,E9138736811799
1643,民宿 はるみ,福井県丹生郡越前町米ノ71-49-17,2021-08-11,E913848958,E9138489547489
1644,秀竹旅館,福井県丹生郡越前町玉川39-22,2021-08-11,E913872344,E9138723447252
1647,旅館 甚平,福井県丹生郡越前町玉川41-2-1,2021-08-11,E913872344,E9138722669667
1649,Verry Berry,福井県敦賀市清水町1-21-18 三宅ビル2F,2021-08-11,E9138467733,E9138467733
1650,荒島テラス,福井県大野市蕨生137-21-1,2021-08-11,E913882146,E9138821473532
1651,Snack 花,福井県越前市桂町4-11,2021-08-11,E91384988186,E9138498818397
1652,スナック アイ,福井県越前市桂町5-9,2021-08-11,E91384988186,E9138498818392
1657,秋吉 豊岡店,福井県福井市光陽4-3-24,2021-08-11,E9138735916,E9138735916549
1660,スナック コップンカー,福井県福井市順化2-20-17 セレクトシティ片町3F,2021-08-11,E91387359339,E9138736711874
1661,民なのお宿 かわもと,福井県丹生郡越前町高佐16-18-3,2021-08-11,E913848982,E9138489818125
1662,プラチナ,福井県小浜市小浜白鬚37 D-1ビル3F,2021-08-11,E91384437379,E91384437379
1663,ダイニング＆カラオケ てっぱん,福井県勝山市滝波町2-119,2021-08-11,E9138816818,E9138816817194
1665,スナック ハッピーナイト,福井県越前市桂町4-9,2021-08-11,E91384988186,E9138498818389
1667,ビリオン珈琲 鯖江店,福井県鯖江市小黒町3-901,2021-08-11,E91387325321,E9138732522987
1668,スナック 美和,福井県大野市大和町3-34,2021-08-11,E91388138161,E9138813815292
1669,カフェ レボ,福井県福井市春日3-916-1,2021-08-11,E91387364572,E9138736455784
1671,カラオケ喫茶 エリザベス,福井県福井市舞屋町23-2,2021-08-11,E9138735389,E9138735397759
1678,自家製粉 十割蕎麦 生蕎庵,福井県越前市千原町7-7,2021-08-11,E9138499762,E9138499762863
1679,Frida,福井県福井市西谷2-2307-1,2021-08-11,E9138735623,E9138735626429
1681,酒菜屋 どんど,福井県小浜市小浜白鬚37 D-1ビル1F,2021-08-11,E91384437379,E91384437379
1685,喫茶 ジョイント,福井県福井市大願寺1-4-17,2021-08-11,E91387367836,E9138736783397
1686,むつのはな,福井県鯖江市河和田町24-13,2021-08-11,E913873329,E9138733293948
1687,AQUA,福井県大野市吉野町119-1,2021-08-11,E913881359,E9138813822648
1691,豚ちんかん 鯖江,福井県鯖江市三六町1-14-7,2021-08-11,E9138732567,E9138732559838
1692,Cafe Seasons,福井県小浜市小浜白鬚111-1 小浜市まちの駅,2021-08-11,E91384437379,E9138443738478
1693,らあめん屋 みらく,福井県敦賀市白銀町11-5 アルプラザ敦賀6F,2021-08-11,E9138467495,E9138467495795
1694,旬彩ダイニング 王様の食卓,福井県越前市塚町306,2021-08-11,E913849895,E9138498948343
1695,旬彩ダイニング 舎夢,福井県福井市高木中央1-2903-1,2021-08-11,E9138739123,E9138736794867
1696,セントピアあわら 喫茶,福井県あわら市温泉4-305,2021-08-11,E91387626783,E9138762679211
1697,軍鶏家 おかめ,福井県越前市妙法寺町412,2021-08-11,E9138498439,E9138498463938
1700,味の王様 大野店,福井県大野市美川町9-19,2021-08-11,E91388138166,E9138813821784
1704,麻雀 ビーバー,福井県福井市米松1-15-22,2021-08-11,E9138736733,E9138736814185
1706,カフェランチ ありがたや,福井県坂井市坂井町徳分田36-14-2,2021-08-11,E913873974,E9138739742984
1708,きなり,福井県大野市明倫町11-8 ポポロ.5内,2021-08-11,E9138813811,E9138813811958
1709,まるさん屋,福井県敦賀市白銀町6-41,2021-08-11,E9138467495,E9138467495393
1710,居酒屋 AJIKO,福井県大野市水落町5-12,2021-08-11,E91388137632,E9138813763278
1711,焼肉 大元,福井県福井市若杉4-724,2021-08-11,E9138735596,E9138735674183
1714,喫茶 アゲイン,福井県福井市町屋1-2-15,2021-08-11,E9138736767,E9138736756961
1715,カレーランド,福井県坂井市丸岡町霞町3-1-3 一筆啓上茶屋内,2021-08-11,E91387399189,E9138739918528
1716,カレーハウス CoCo壱番屋 敦賀本町店,福井県敦賀市本町2-7-23,2021-08-11,E9138467498,E9138467498262
1717,tsukiatari,福井県福井市岩倉町11-6,2021-08-11,E9138733894,E9138733892789
1718,さくら茶屋 バロー福井南店,福井県福井市下馬3-418,2021-08-11,E9138736434,E9138736423943
1719,Chinese Restaurant Fun,福井県福井市花堂東2-414,2021-08-11,E9138736416,E9138736416896
1720,ごはんや Temana,福井県鯖江市丸山町1-6-25,2021-08-11,E9138732598,E9138732831339
1721,藤雅,福井県鯖江市日の出町2-1 駅前ビル1F,2021-08-11,E9138732344,E9138732347568
1722,ろくべえ,福井県越前市国高2-42-7,2021-08-11,E9138498941,E9138498941386
1723,SABAR 鯖街道小浜田烏店,福井県小浜市田烏63-14-1,2021-08-11,E91384545,E9138454275913
1724,肴家 奏,福井県あわら市温泉3-201 あわら温泉屋台村湯けむり横丁内,2021-08-11,E91387626758,E9138762676474
1727,ビリオン珈琲 運動公園前店,福井県福井市若杉3-1705,2021-08-11,E91387356484,E9138735647977
1730,レスト 花門,福井県坂井市丸岡町一本田5-20-1,2021-08-11,E9138739834,E9138739835561
1731,タイ料理 ナームチャイ,福井県越前市府中3-14-28,2021-08-11,E9138498851,E9138498851529
1732,Snack M'sR,福井県小浜市大手町9-2 末広ビル1F,2021-08-11,E9138443739,E9138443739
1733,日本料理 しくら,福井県越前市蓬莱町5-10,2021-08-11,E91384988162,E9138498816164
1734,スナック イーズ,福井県小浜市大手町 もりしまビル2F,2021-08-11,E9138443739,E9138443763134
1735,パセリ,福井県勝山市下毛屋2-7-5,2021-08-11,E9138816561,E9138816564241
1736,魚島田,福井県勝山市下毛屋2-7-5,2021-08-11,E9138816561,E9138816564241
1738,カフェ＆レスト サンマリノ,福井県越前市葛岡町13-8-1,2021-08-11,E9138498915,E9138498924256
1740,カラオケ処 みるく,福井県鯖江市三六町2-502,2021-08-11,E9138732591,E9138732591555
1742,ヌーブ,福井県丹生郡越前町西田中4-503,2021-08-11,E9138731696,E9138732471847
1745,田嶋屋,福井県大野市新庄19-19-1,2021-08-11,E9138813496,E9138813495285
1746,喫茶 パイン,福井県敦賀市白銀町1-15,2021-08-11,E9138467495,E9138467496328
1748,かじや,福井県坂井市春江町西長田12-1,2021-08-11,E913873895,E9138738937557
1751,焼肉 かなや,福井県丹生郡越前町梅浦84-1-3,2021-08-11,E913872354,E9138723435859
1753,シェ・サカイ,福井県福井市田原1-7-10 シャトレー田原101,2021-08-11,E9138736742,E9138736741331
1754,竹留,福井県勝山市沢町1-7-22,2021-08-11,E91388168213,E9138816821375
1755,笑人堂,福井県大野市元町5-23,2021-08-11,E9138813814,E9138813814446
1758,居酒屋 かかし,福井県福井市日光2-8-13,2021-08-11,E9138735952,E9138735953149
1759,ミスタードーナツ 三国イーザショップ,福井県坂井市三国東5-1-20,2021-08-11,E913876242,E9138762541414
1760,ミスタードーナツ 福井二の宮ショップ,福井県福井市二の宮3-27-22,2021-08-11,E9138736775,E9138735996434
1761,ミスタードーナツ パリオショップ,福井県福井市松城町12-7,2021-08-11,E91387364996,E9138736499916
1762,ミスタードーナツ 堀の宮ショップ,福井県福井市文京6-33-2,2021-08-11,E9138735955,E9138735954598
1763,スナック つくしんぼ,福井県敦賀市清水町1-20-17-1 Himeビル1F,2021-08-11,E9138467733,E9138467733
1764,lounge 31,福井県越前市村国3-17-5 You上の島ビル1-E,2021-08-11,E9138498865,E9138498865
1765,想作居酒屋 SEI,福井県福井市学園2-8-22,2021-08-11,E91387359281,E9138735928126
1767,カラオケ KAZU,福井県福井市町屋1-3-5 マルタケビル1F南,2021-08-11,E9138736767,E9138736756989
1769,MEVIUS,福井県福井市順化2-20-13 友邦ビル3F,2021-08-11,E91387359339,E9138736711796
1770,備長和串 いこる,福井県坂井市三国町安島64-1-51-11,2021-08-11,E913876242,E913876242
1771,café de rimari ,福井県福井市成和2-1103,2021-08-11,E9138736572,E9138736573899
1772,喫茶＆カラオケ CoCo,福井県福井市町屋1-3-5 マルタケビル1F,2021-08-11,E9138736767,E9138736756989
1773,玉寿司,福井県あわら市春宮1-11-23,2021-08-11,E9138763464,E9138763464878
1778,ぷーとん・麺りん,福井県福井市花堂南2-16-1 ショッピングシティベル2F,2021-08-11,E9138735399,E9138735399272
1779,悠珈琲店,福井県福井市文京7-9-26,2021-08-11,E91387359463,E9138735966428
1780,ヨーロッパ軒 大宮分店,福井県福井市大宮3-14-11,2021-08-11,E9138735993,E9138735992225
1782,サバラン,福井県勝山市元町1-6-16,2021-08-11,E9138816588,E9138816582673
1783,魚山内,福井県勝山市鹿谷町保田99-5,2021-08-11,E913881592,E9138816718732
1784,勝ち飯レストラン 厨ぼうず,福井県勝山市長山町1-5-50,2021-08-11,E9138816826,E9138816826938
1785,割烹 とりや,福井県坂井市三国町神明2-1-2,2021-08-11,E913876242,E9138762458569
1786,ステーキレストラン 三好楼,福井県坂井市三国町米ケ脇4-4-16,2021-08-11,E913876242,E9138762477274
1792,味処 髙良,福井県坂井市丸岡町羽崎5-6-1,2021-08-11,E9138739286,E9138739523262
1793,スナック 沙月,福井県福井市順化1-17-25 津々美第二ビル1F,2021-08-11,E9138736711,E9138736711886
1795,sajispace,福井県坂井市三国町川崎54-13-6,2021-08-11,E913876242,E9138762195595
1797,道の駅 河野,福井県南条郡南越前町大谷86-1,2021-08-11,E91384946,E9138494529476
1799,民宿 やそべ,福井県三方郡美浜町日向10-22,2021-08-11,E913845729,E9138458146373
1802,若狭の宿 きよや,福井県三方上中郡若狭町世久見39-11-1,2021-08-11,E91384548,E9138454573424
1803,小西屋 別館,福井県三方上中郡若狭町常神5-2-1,2021-08-11,E91384574,E9138457463828
1804,越麺屋,福井県福井市黒丸町14-48-1,2021-08-11,E913873826,E9138738343364
1806,中島屋,福井県福井市勝見3-3-14,2021-08-11,E91387364677,E9138736483542
1807,フラミンゴ,福井県越前市平出2-4-11,2021-08-11,E9138498844,E9138498763686
1809,SPEAKEASY Rouge,福井県大飯郡おおい町成和2-1-113,2021-08-11,E913844167,E9138441674188
1811,K's Bar ZERO,福井県敦賀市清水町1-18-9,2021-08-11,E9138467733,E9138467733589
1812,MⅡK,福井県小浜市小浜白鬚40,2021-08-11,E91384437379,E9138443737983
1814,ミユキ,福井県小浜市駅前町4-28,2021-08-11,E9138443736,E9138443735827
1817,みどりや,福井県鯖江市石田上町44-10,2021-08-11,E913873257,E9138732578186
1819,８番らーめん 敦賀木崎店,福井県敦賀市木崎4-11-2,2021-08-11,E913845966,E9138467444117
1821,居酒屋 よっちゃん,福井県福井市渕2-820 塚谷ビル106,2021-08-11,E9138735617,E9138735614823
1823,絆,福井県小浜市駅前町26-16-37,2021-08-11,E9138443736,E9138443814724
1826,エンゼル コーヒー,福井県坂井市丸岡町下安田26-15-2,2021-08-11,E9138739529,E9138739537429
1828,軽食喫茶 ひまわり,福井県福井市志比口2-4-1,2021-08-11,E9138736738,E9138736737666
1829,NY BLANCHE,福井県坂井市丸岡町一本田中34-56,2021-08-11,E9138739834,E9138739838646
1831,魚白木,福井県勝山市沢町1-6-9,2021-08-11,E91388168213,E9138816821628
1832,cafe & bar HIJIRI,福井県勝山市元町1-11-17,2021-08-11,E9138816588,E9138816586758
1833,手毬,福井県福井市福町31-1 鷲田ビル1F,2021-08-11,E9138735568,E9138735642682
1836,炭焼やきとり 一番 敦賀駅前店,福井県敦賀市白銀町4-12,2021-08-11,E9138467495,E9138467496198
1838,山本鮮魚店,福井県敦賀市沢68-10,2021-08-11,E9138459623,E9138459622384
1839,CAFE ＆ DINING EpicDays,福井県敦賀市木崎24-5-2,2021-08-11,E913845966,E9138459692928
1840,居酒屋 きんぼし,福井県小浜市駅前町6-2,2021-08-11,E9138443736,E9138443736764
1842,喫茶 まるやまパートⅡ,福井県鯖江市水落町1-14-9,2021-08-11,E913873261,E9138732526895
1843,Dining☆Bar Flapper,福井県福井市高木北1-1014,2021-08-11,E9138739129,E9138739129456
1844,wacca,福井県今立郡池田町野尻11-3 わくラボ内,2021-08-11,E913857798,E9138577974133
1846,居酒屋 むげん,福井県福井市大和田2-202 opmビル104,2021-08-11,E9138739219,E9138739215954
1849,たき八,福井県坂井市春江町西太郎丸5-6-1,2021-08-11,E9138738664,E9138738664762
1850,すとーりー,福井県大飯郡高浜町和田122-27-1,2021-08-11,E913844173,E9138441735827
1851,魚忠,福井県大野市本町2-9,2021-08-11,E91388138171,E9138813739935
1852,長尾と珈琲,福井県今立郡池田町板垣51-13-3,2021-08-11,E913857746,E9138577542958
1853,桃花園,福井県敦賀市莇生野96-8-6,2021-08-11,E9138459628,E9138459632943
1854,焼肉・肉料理 華炎,福井県鯖江市川島町66-27-1,2021-08-11,E913873318,E9138733275455
1856,テアトロ,福井県敦賀市平和町13-20,2021-08-11,E9138459696,E9138459696388
1857,美味食楽 八張,福井県福井市高木中央2-3502-2,2021-08-11,E9138739132,E9138736798799
1859,まんざらや むっちゃん,福井県福井市新田塚町701-3 Nファインシティビル1F,2021-08-11,E9138735999,E9138735999
1860,吉田食堂,福井県越前市若竹町11-24,2021-08-11,E9138498576,E9138498576279
1862,赤れんが café,福井県敦賀市金ヶ崎町4-1,2021-08-11,E913846776,E9138467763439
1864,水車,福井県今立郡池田町稲荷10-36-1,2021-08-11,E913857756,E9138577564819
1865,出村北前茶屋,福井県坂井市三国町神明2-6-27,2021-08-11,E913876242,E9138762458548
1868,酒房 弥生,福井県越前市北府町3-3-2,2021-08-11,,
1869,そば処 あおき,福井県坂井市三国町加戸119-10-32,2021-08-11,E913876242,E9138762823275
1870,鮨一,福井県小浜市福谷9-5-1,2021-08-11,E913844622,E9138446218762
1871,８８４ HAYASHI珈琲,福井県越前市蓬莱町3-23,2021-08-11,E91384988162,E9138498816433
1875,トラットリア・デル・クアドリフォリオ,福井県越前市上太田町29-15-1 カワイビル,2021-08-11,E9138498729,E9138498729636
1877,まくり屋,福井県福井市西開発1-2506,2021-08-11,E91387367628,E9138736765765
1878,スシハウス 潮,福井県鯖江市丸山町1-6-22,2021-08-11,E9138732598,E9138732598689
1882,石勝食堂,福井県坂井市三国町南本町4-11-12,2021-08-11,E913876242,E9138762461379
1884,麺匠 麦之助,福井県福井市新田塚1-70-28,2021-08-11,E9138738331,E9138735989992
1885,チモトコーヒー プラザ萬象店,福井県敦賀市東洋町1-1,2021-08-11,E9138467459,E9138467492475
1887,十割そば いたどり,福井県南条郡南越前町板取16-12,2021-08-11,E91384924,E9138492499695
1888,緑茶房 New green cafe,福井県小浜市小浜酒井95-2,2021-08-11,E91384437386,E9138443738452
1889,米太,福井県小浜市小浜住吉9,2021-08-11,E91384437375,E9138443737136
1890,そば処 一福,福井県今立郡池田町稲荷34-24-1,2021-08-11,E913857756,E9138577591249
1891,料亭 鎌仁別荘,福井県越前市天王町3-4,2021-08-11,E91384988139,E9138498813869
1892,ふくい駅前 いちろくらーめん,福井県福井市中央1-2-1 ハピリン2F,2021-08-11,E9138736479,E9138736479539
1893,明城ファーム 直営店,福井県越前市杉崎町3-9-1,2021-08-11,E9138498931,E9138498931583
1894,明城ファーム 武生中央公園店,福井県越前市高瀬2-3 ごはんカフェはぐもぐ内,2021-08-11,E91384987333,E9138498811155
1895,花湖,福井県鯖江市杉本町18-8-3,2021-08-11,E9138732821,E9138732813241
1896,うな政,福井県越前市押田1-3-25,2021-08-11,E9138498839,E9138498839975
1898,さくら茶屋 メガドンキホーテUNY 敦賀店,福井県敦賀市中央町1-5-5,2021-08-11,E9138467473,E9138467472641
1899,カルビ大将 鯖江店,福井県鯖江市下河端町6-15-5,2021-08-11,E9138732654,E9138732641649
1901,小松屋,福井県福井市照手1-4-4,2021-08-11,E91387359337,E9138735932936
1902,蔵カフェ mon,福井県鯖江市大野町29-21,2021-08-11,E913873349,E9138733491555
1903,捨恋来,福井県福井市文京5-14-3,2021-08-11,E9138735964,E9138735964555
1904,NOBU morimoto,福井県あわら市春宮1-2-33,2021-08-11,E9138763464,E9138763459637
1905,イタリアン バル マーサ,福井県福井市門前2-1213,2021-08-11,E9138735646,E9138735646245
1906,８番らーめん イーザ三国店,福井県坂井市三国町三国東5-1-36,2021-08-11,E913876242,E9138762541153
1908,タリーズコーヒー 福井ベル店,福井県福井市花堂南2-16-1 ショッピングシティベル1F,2021-08-11,E9138735399,E9138735399272
1909,ラーメン 多弐家 勝山店,福井県勝山市沢町2-7-27,2021-08-11,E91388168225,E9138816822521
1910,つちカフェ,福井県勝山市本町4-2-36,2021-08-11,E91388165818,E91388165818
1911,Your resort 光泉,福井県大飯郡高浜町西三松2-1,2021-08-11,E91376638199,E9137663852156
1912,参千番,福井県勝山市本町1-5-27,2021-08-11,E91388165796,E91388165796
1913,柊月,福井県福井市順化1-7-8 エドモンド片町4F,2021-08-11,E9138736711,E9138736711439
1914,潮鮨,福井県越前市岡本町15-2-4,2021-08-11,E9138498488,E9138498722959
1917,グラスムーン,福井県福井市花堂南2-12-1,2021-08-11,E9138735399,E9138735398866
1918,リストランテ カルド,福井県敦賀市木崎51-24-1,2021-08-11,E913845966,E9138459683784
1919,マンガ喫茶 ドリーム,福井県坂井市春江町江留中38-5,2021-08-11,E9138739471,E9138739473447
1920,とみや,福井県福井市文京2-5-49,2021-08-11,E9138736745,E9138736744611
1921,幸寿し,福井県福井市田原1-1-3,2021-08-11,E9138736742,E9138736718467
1922,ヨーロッパ軒 豊島分店,福井県福井市豊島2-3-3,2021-08-11,E91387364817,E9138736476355
1924,料理 大むら,福井県福井市渕4-2005,2021-08-11,E9138735563,E9138735561963
1925,グリル あまから,福井県福井市西谷3-1302,2021-08-11,E9138735624,E9138735624374
1927,喫茶 ボストン,福井県福井市大瀬町24-8-3,2021-08-11,E9138735863,E9138735836576
1928,S'Amuser,福井県坂井市三国町北本町4-5-31,2021-08-11,E913876242,E9138762456615
1929,レストラン MarPE 美味しい学研究所,福井県越前市千福町382,2021-08-11,E9138498468,E9138498466762
1931,カフェ＆ゲストハウス ナマケモノ,福井県大野市篠座町7-2,2021-08-11,E9138813551,E9138813571517
1932,(有) たけ庄,福井県坂井市三国町楽円53-1-2,2021-08-11,E913876242,E9138762511947
1933,海鮮処 三国港,福井県坂井市三国町楽円53-1-2,2021-08-11,E913876242,E9138762511947
1935,福井県立病院 レストラン さくら,福井県福井市四ツ井2-8-1 福井県立病院2F,2021-08-11,E9138736735,E9138736735993
1936,喜楽居酒屋 和よし,福井県福井市丸山町1-413,2021-08-11,E9138736843,E9138736841283
1937,越前生そば ながと,福井県鯖江市横江町2-2-305,2021-08-11,E9138732348,E9138732345882
1939,スナック ふみ,福井県勝山市本町2-11-12,2021-08-11,E91388165847,E9138816584734
1940,カラオケ喫茶 みやこ,福井県福井市菅谷2-10-22,2021-08-11,E9138735942,E9138735942332
1942,栄雲堂,福井県越前市京町1-1-2,2021-08-11,E91384988156,E9138498816444
1943,うおまさ cafe,福井県大野市明倫町9-10,2021-08-11,E9138813811,E9138813811562
1947,喫茶飲食店 シルクルーム,福井県三方上中郡若狭町能登野34-39,2021-08-11,E9138452797,E9138455131386
1948,民宿 なかむら,福井県丹生郡越前町茂原9-23-2,2021-08-11,E913848985,E9138489841653
1949,シュトラウス金進堂,福井県越前市姫川2-3-39,2021-08-11,E9138498584,E9138498588413
1952,はるせん 本店,福井県坂井市春江町江留上昭和4-4,2021-08-11,E91387394167,E9138739424499
1954,うまか亭 アル・プラザ敦賀店,福井県敦賀市白銀町11-5 アル・プラザ敦賀店6F,2021-08-11,E9138467495,E9138467495795
1957,櫂（かい）,福井県小浜市駅前町2-1 Ｎビル1F,2021-08-11,E9138443736,E9138443736
1958,料理旅館 樹香苑,福井県丹生郡越前町小曽原7-7-1,2021-08-11,E913873112,E9138731127344
1960,スナック 花番,福井県敦賀市本町1-5-8 シルクライトコート4H,2021-08-11,E91384677323,E91384677323
1963,アミューズメントスペース まどかとひさ乃,福井県あわら市二面41-13-1,2021-08-11,E913876292,E9138762687115
1964,居酒屋 ひょうたん,福井県敦賀市元町10-4,2021-08-11,E9138467735,E9138467735655
1965,NOAH ノア,福井県福井市順化2-20-9 中村ビル2F,2021-08-11,E91387359339,E9138736711786
1968,スナック ドル,福井県小浜市小浜酒井110-1,2021-08-11,E91384437386,E9138443738293
1969,歳月苑,福井県敦賀市木崎28-7-1,2021-08-11,E913845966,E9138459692639
1970,美芳屋,福井県三方郡美浜町日向67-1-95,2021-08-11,E913845729,E9138458154756
1974,カラオケ喫茶 スナック ニュー明窓,福井県福井市田原2-24-17,2021-08-11,E9138736741,E9138736741279
1975,grow,福井県福井市福1-2915 小林ビル1F,2021-08-11,E9138735642,E9138735644455
1976,やよい食堂,福井県小浜市駅前町1-15,2021-08-11,E9138443736,E9138443736716
1978,カラオケ喫茶 ももか,福井県福井市舟橋新1-1321-1,2021-08-11,E91387383389,E9138738363135
1979,学園レストラン アンカンシェル,福井県福井市学園3-6-1 福井工業大学2号館B1,2021-08-11,E9138735927,E9138735924775
1980,Yellow 2,福井県福井市灯明寺3-201,2021-08-11,E91387391173,E9138739116743
1982,松原病院内喫茶,福井県福井市文京2-9-1,2021-08-11,E9138736745,E9138736745985
1983,丸寿司,福井県福井市照手4-10-16,2021-08-11,E91387359341,E9138735931761
1984,麺屋 ぜん,福井県大野市日吉町18-12,2021-08-11,E9138813812,E9138813813738
1986,ご馳走 Lunch／Cafe あるかんしぇる,福井県坂井市丸岡町熊堂3-7-1-16 福井県産業情報センター2F,2021-08-11,E9138739371,E9138739372521
1987,カラオケ喫茶 アニー,福井県福井市西開発2-408,2021-08-11,E9138736768,E9138736768114
1988,スナック 華,福井県越前市北府3-3-27,2021-08-11,E9138498845,E9138498842962
1989,喰いものや 一心亭,福井県福井市田原2-20-12,2021-08-11,E9138736741,E9138735963298
1992,SNACK R,福井県大野市高砂町17-2 待合室ビル2F,2021-08-11,E9138813577,E9138813577
1993,お食事処 たけと,福井県敦賀市木崎13-7-1,2021-08-11,E913845966,E9138459669212
1996,ごはん屋 ごっつぉ,福井県勝山市滝波町5-314,2021-08-11,E9138816842,E9138816843941
1997,和ダイニング 藤の季,福井県福井市菅谷1-1-22 福井アカデミアホテル1F,2021-08-11,E9138735919,E9138735927711
1998,旬味和膳 白扇,福井県福井市成和1-909,2021-08-11,E9138736571,E9138736574192
1999,そばはうす えびすや,福井県大野市有明町7-18,2021-08-11,E9138813821,E9138813821267
2000,ナイト・ラウンジ アウル,福井県大野市弥生町7-4 サミットビル1F,2021-08-11,E9138813813,E9138813813
2002,辨三寿司,福井県坂井市春江町江留上緑8-6,2021-08-11,E91387394167,E9138739419343
2004,中華居酒屋,福井県福井市飯塚29-101,2021-08-11,E9138735832,E9138735599484
2005,(有) 寿司天狗,福井県越前市日野美1-3-23,2021-08-11,E91384987325,E9138498732347
2006,すしハウス 昔ばなし,福井県越前市押田1-4-7,2021-08-11,E9138498839,E9138498839992
2007,春駒,福井県敦賀市本町1-2-40,2021-08-11,E91384677323,E9138467733475
2008,レストランこめや,福井県丹生郡越前町梅浦58-11,2021-08-11,E913872354,E9138723423173
2009,料亭 糸屋,福井県越前市国府1-11-5,2021-08-11,E9138498819,E9138498819191
2010,越前 海の幸 料理 はまさき,福井県越前市矢船町17-8,2021-08-11,E913849855,E9138498556875
2012,料亭 うおとめ,福井県越前市吾妻町1-45,2021-08-11,E91384988218,E9138498821981
2014,カフェ＆カジュアル居酒屋 風,福井県福井市花堂南1-5-25,2021-08-11,E9138736177,E9138735399523
2015,呑み処 やなぎ,福井県越前市五分市町5-18-1,2021-08-11,E9138499486,E9138499483671
2019,桂馬,福井県あわら市温泉3-608,2021-08-11,E91387626758,E9138762675988
2021,まる八,福井県福井市御幸1-1-9,2021-08-11,E91387364856,E9138736486767
2022,天じゅ,福井県福井市高木中央1-304,2021-08-11,E9138739123,E9138739131449
2023,お食事処 さの,福井県越前市高瀬1-18-9,2021-08-11,E9138498499,E9138498577197
2026,ブラジル,福井県大野市陽明町2-209,2021-08-11,E9138813827,E9138813843393
2029,たけや,福井県福井市照手1-8-18,2021-08-11,E91387359337,E9138735936244
2030,サルバドニカ,福井県福井市花堂東2-508,2021-08-11,E9138736416,E9138736416547
2031,居酒屋 力家,福井県越前市桂町8-15,2021-08-11,E91384988186,E9138498818678
2032,関取寿し 分店,福井県敦賀市神楽2-3-21,2021-08-11,E91384677317,E9138467731597
2033,すし処 よかろ,福井県鯖江市有定町3-2-9,2021-08-11,E9138732286,E9138732286378
2034,Eカフェ,福井県福井市末広町15-8-5,2021-08-11,E9138732959,E9138732952261
2035,焼肉処 あおしん,福井県越前市大屋48-7-3,2021-08-11,E913849867,E9138498675849
2036,大菊門,福井県敦賀市三島32-4-12,2021-08-11,,E9138467489144
2038,居酒屋 さかな囃子,福井県福井市石盛町523,2021-08-11,E9138739188,E9138739179289
2039,喜楽楽,福井県越前市蓬莱町6-16 アークビル1F,2021-08-11,E91384988162,E91384988162
2040,パティスリー ル・タニ,福井県福井市上野本町3-2101,2021-08-11,E913873927,E9138739271884
2043,新宝来,福井県福井市文京1-35-11,2021-08-11,E9138736746,E9138736757269
2044,キャッツアイ,福井県福井市城東1-15-18 第二イーストホーポ1F,2021-08-11,E9138736497,E9138736497344
2045,福井酒屋 五膳屋 武生店,福井県越前市上太田町2-9-15-1 カワイビル1F,2021-08-11,E9138498729,E9138498729
2047,越前寿司処 丸松,福井県福井市光陽2-1808,2021-08-11,E9138735922,E9138735922785
2049,さくらんぼ,福井県越前市桂町3-15,2021-08-11,E91384988186,E9138498818379
2051,城山荘,福井県大飯郡高浜町事代6-1-1,2021-08-11,E9137663939,E9137663938685
2058,ビリヤード チェス,福井県敦賀市野神43-17-4,2021-08-11,E9138467454,E9138467444789
2061,旅荘 みや本,福井県丹生郡越前町厨26-13-1,2021-08-11,E913848988,E9138489878739
2063,すうぷ屋,福井県福井市加茂河原4-1-14,2021-08-11,E9138735676,E9138735676568
2065,Nightin Le ERIKO,福井県小浜市駅前町26-16-16 クロスポイント3Mビル2F,2021-08-11,E9138443736,E9138443736
2066,扇寿司,福井県勝山市元町1-14-21,2021-08-11,E9138816588,E9138816585529
2067,プレスクラブ,福井県大野市明倫町5-17,2021-08-11,E9138813811,E9138813811412
2069,お食事処 うおさき,福井県敦賀市白銀町1-10,2021-08-11,E9138467495,E9138467496361
2072,すし勘,福井県敦賀市本町1-8-12,2021-08-11,E91384677323,E9138467732368
